node attribute,position,V point,V wave,video index
1.0,990.40515£¬540.4385,48.0£¬-10.392,52.06378£¬-2.2261353,38
-1.0,440.60156£¬457.57196,20.0£¬1.732,-6.730713£¬5.555969,38
-1.0,515.86194£¬-78.203674,48.0£¬-5.196,-36.780518£¬-17.532745,38
-1.0,1067.9968£¬405.3093,35.0£¬-3.464,-15.234619£¬16.430664,38
-1.0,1036.98£¬443.79742,56.0£¬0.0,-39.235107£¬4.4048157,38
1.0,991.6703£¬420.4008,33.5£¬16.454,116.86383£¬-40.80774,38
-1.0,780.01306£¬165.375,28.5£¬2.598,-20.431213£¬-20.54245,38
1.0,972.74194£¬350.73724,38.5£¬4.33,48.959473£¬-4.73703,38
-1.0,45.57936£¬79.82052,2.5£¬-0.866,-41.18654£¬-17.917816,38
1.0,325.7968£¬531.741,3.5£¬25.114,-18.173828£¬40.952576,38
-1.0,713.6312£¬192.05746,18.5£¬-7.794,-54.75421£¬-21.891525,38
1.0,1129.6757£¬476.85507,-0.5£¬44.166,25.589355£¬28.585388,38
1.0,1044.0292£¬417.96933,32.0£¬0.0,51.563416£¬25.300629,38
1.0,739.1994£¬519.4812,58.0£¬-12.124,16.369995£¬1.2470703,38
1.0,3.5621681£¬90.948425,-1.0£¬0.0,-25.629187£¬23.241089,38
1.0,39.72307£¬-166.9877,18.5£¬-0.866,19.553604£¬1.6190491,38
1.0,975.04095£¬348.0894,46.5£¬9.526,49.791138£¬-8.464447,38
-1.0,301.46912£¬68.07496,4.0£¬3.464,-14.299103£¬-13.795105,38
-1.0,288.48257£¬-149.84177,-5.5£¬0.8659999999999997,13.715942£¬6.069763,38
-1.0,914.30505£¬59.05255,-46.0£¬13.856000000000002,20.500061£¬-9.914749,38
1.0,1188.3057£¬598.08954,49.5£¬23.382,52.661987£¬54.805542,38
-1.0,755.9039£¬128.06833,26.5£¬18.186,-43.61566£¬-14.217804,38
-1.0,297.44928£¬-141.38553,-6.5£¬2.598,32.963745£¬-27.156845,38
1.0,9.923431£¬-151.6586,50.5£¬23.382,20.26767£¬4.8529663,38
-1.0,589.6466£¬137.95905,31.0£¬-1.732,-54.90039£¬-42.09111,38
1.0,862.28845£¬670.2801,17.5£¬-37.238,0.89556885£¬-3.6428223,38
1.0,188.24803£¬364.10208,2.0£¬-12.124,-0.6575775£¬-1.7593994,38
1.0,1109.4148£¬603.0412,4.0£¬13.856,42.542725£¬48.958557,38
1.0,974.9398£¬355.20337,35.0£¬1.7319999999999998,47.40796£¬-5.764923,38
-1.0,55.351833£¬430.6765,-9.0£¬12.124,5.9479637£¬-31.948761,38
1.0,349.69775£¬539.65576,41.0£¬22.516,6.2256775£¬14.697876,38
1.0,361.2384£¬538.8509,41.5£¬18.186,12.859497£¬3.1589355,38
-1.0,591.6835£¬132.93298,27.5£¬-2.598,-52.8338£¬-34.654617,38
-1.0,238.51436£¬284.28488,-13.0£¬-10.392,3.1062622£¬13.025482,38
-1.0,-133.104£¬124.87218,5.0£¬-1.732,-57.9803£¬25.968643,38
1.0,1232.8164£¬572.4033,64.5£¬-18.186,91.726685£¬2.2809448,38
-1.0,825.7522£¬402.67105,-16.0£¬43.3,-4.491089£¬-19.648865,38
1.0,1018.2044£¬537.7982,54.5£¬-6.062,19.34845£¬13.358154,38
1.0,59.2291£¬630.595,50.5£¬-4.33,13.968166£¬-13.90155,38
-1.0,1176.253£¬684.58276,-0.5£¬-11.258000000000001,36.909668£¬149.3216,38
-1.0,37.187332£¬269.155,10.5£¬6.061999999999999,-75.10151£¬5.1410217,38
1.0,168.55403£¬630.5495,-26.0£¬1.7319999999999993,-50.05124£¬9.821594,38
-1.0,43.753654£¬213.75427,6.0£¬-1.732,-67.3723£¬1.9126129,38
-1.0,658.491£¬109.45387,60.5£¬-11.258,-72.77557£¬-23.529892,38
1.0,897.3032£¬282.16864,20.0£¬22.516,-1.5527344£¬25.862518,38
-1.0,756.64667£¬157.89073,41.5£¬73.61,-0.99102783£¬-40.005493,38
1.0,74.18671£¬594.7765,9.0£¬-43.3,1.0986328£¬-10.462341,38
1.0,537.3063£¬221.00955,-28.0£¬69.28,-27.193604£¬14.172653,38
1.0,984.9174£¬16.529581,15.5£¬-37.238,-7.874695£¬-33.156197,38
-1.0,1169.7349£¬700.0142,-30.0£¬-5.195999999999998,31.972534£¬-8.648071,38
1.0,966.29065£¬-19.979752,-3.0£¬-8.66,-27.719727£¬-57.12139,38
1.0,990.41034£¬15.809071,13.0£¬-24.248,0.51312256£¬-30.62341,38
-1.0,1146.2467£¬722.01917,-9.0£¬133.364,2.9276123£¬-3.1314087,38
1.0,-18.819843£¬71.933,-2.5£¬0.8659999999999999,-34.094437£¬11.455944,38
-1.0,1154.013£¬709.105,-11.5£¬-33.774,-2.1756592£¬21.601257,38
-1.0,1126.1128£¬554.6148,60.5£¬28.578,-62.0354£¬-12.394836,38
-1.0,943.6332£¬302.23438,2.5£¬4.33,4.8599243£¬-21.47702,38
1.0,547.3212£¬227.62425,-24.5£¬49.362,-26.760681£¬12.952042,38
-1.0,1145.2324£¬733.5717,-71.5£¬101.322,3.6851807£¬-0.8319702,38
-1.0,1150.9891£¬501.7996,13.5£¬21.65,-24.474243£¬-77.25253,38
1.0,968.9105£¬-5.394676,-8.0£¬-24.248,-21.67163£¬-47.91751,38
1.0,935.28595£¬634.1826,22.5£¬12.99,21.569824£¬46.783142,39
-1.0,1053.8855£¬148.15384,-11.0£¬0.0,44.26953£¬-30.886185,39
-1.0,864.5063£¬3.0281944,26.5£¬-18.186,-21.879211£¬43.50143,39
-1.0,975.2647£¬756.1344,-3.5£¬-6.062,18.623962£¬23.086487,39
-1.0,1036.3633£¬266.3385,-17.0£¬-20.784,21.941467£¬2.1125488,39
-1.0,314.9329£¬-75.06201,-29.0£¬10.392,36.61606£¬-37.73432,39
1.0,1089.8854£¬406.45172,54.0£¬0.0,10.949463£¬1.3003845,39
-1.0,1029.0134£¬434.76773,45.5£¬2.598,-48.816284£¬-14.47937,39
1.0,942.0772£¬-188.70078,56.5£¬-7.7940000000000005,13.187683£¬-12.016083,39
1.0,972.6607£¬442.14798,38.0£¬-3.464,36.653748£¬-5.641449,39
1.0,793.7236£¬196.1145,8.5£¬14.722000000000001,12.482178£¬15.153915,39
1.0,790.3443£¬445.1058,-1.5£¬-2.598,-14.893738£¬-30.332336,39
1.0,-36.301605£¬104.02079,-3.5£¬-0.8660000000000001,-126.43476£¬10.073845,39
-1.0,291.55023£¬503.29553,11.5£¬21.65,-33.08249£¬-24.838501,39
1.0,1142.5181£¬540.9789,22.5£¬90.92999999999999,-11.214111£¬36.745697,39
1.0,870.56024£¬252.5486,23.5£¬2.598,3.5391846£¬-2.7942963,39
1.0,1157.8882£¬483.00095,11.5£¬33.774,11.549438£¬18.394348,39
-1.0,689.21075£¬525.82935,40.0£¬5.196,-49.0625£¬-7.322815,39
-1.0,-89.532104£¬-175.78421,85.5£¬63.217999999999996,-116.31569£¬-3.033844,39
-1.0,1173.1584£¬612.757,132.0£¬-1.7320000000000002,-2.2723389£¬0.38500977,39
1.0,231.4982£¬-160.92975,-48.5£¬33.774,-43.925842£¬-6.178314,39
-1.0,895.32764£¬406.56952,49.0£¬8.66,-62.281555£¬-23.78601,39
1.0,728.3852£¬110.570984,45.5£¬-2.598,20.769287£¬-0.8935013,39
1.0,594.2116£¬385.90793,24.5£¬21.65,22.766174£¬50.6756,39
-1.0,912.22375£¬57.29059,-110.0£¬6.9280000000000115,22.59436£¬19.109825,39
1.0,220.61752£¬135.6193,-3.0£¬-6.928,-45.238678£¬-17.711426,39
1.0,763.6859£¬150.43001,59.5£¬14.722,1.7747192£¬-0.30418396,39
1.0,242.30423£¬-149.22314,-48.5£¬26.846,-47.500458£¬-4.4278564,39
-1.0,-90.65286£¬-178.16678,88.5£¬54.558,-85.319£¬-20.780396,39
-1.0,33.896996£¬280.46008,12.5£¬-0.866,-62.98835£¬8.596039,39
-1.0,565.8081£¬163.31085,18.0£¬-3.464,-23.024597£¬13.069519,39
1.0,283.5403£¬259.0181,-4.5£¬19.918,33.515762£¬52.09503,39
-1.0,139.18329£¬341.8624,4.5£¬-7.794,-27.08989£¬8.178925,39
-1.0,1198.7384£¬620.5677,94.5£¬-45.897999999999996,-19.7146£¬47.44275,39
-1.0,874.4053£¬291.43658,21.5£¬-18.186,-45.7088£¬16.823303,39
1.0,1066.3092£¬589.1908,-14.5£¬-7.7940000000000005,-20.926147£¬-1.3154907,39
-1.0,58.73066£¬422.2274,-8.5£¬16.454,10.50518£¬-33.272186,39
-1.0,1233.5265£¬431.3843,32.0£¬24.248,-69.24939£¬-54.351532,39
-1.0,316.6072£¬504.35526,4.0£¬46.764,-11.089478£¬-29.967682,39
-1.0,310.80328£¬494.46603,-0.5£¬42.434,-45.32141£¬-67.08115,39
1.0,637.9304£¬87.10961,2.0£¬-1.732,45.692017£¬-61.78002,39
1.0,126.77265£¬486.14444,16.0£¬-45.032,1.4067764£¬-42.992645,39
1.0,-165.1773£¬123.8401,-4.0£¬1.7320000000000002,-81.54437£¬9.008629,39
-1.0,1238.025£¬564.14703,61.5£¬-18.186,-7.363159£¬3.4586792,39
1.0,835.46185£¬409.65204,72.5£¬0.866,11.962036£¬3.5176697,39
1.0,72.80352£¬639.2592,2.5£¬-14.722,8.451424£¬-14.14032,39
-1.0,1174.4814£¬677.9636,-3.5£¬-14.722,14.367432£¬20.788147,39
1.0,-110.762054£¬132.85414,-5.0£¬-5.196,-90.88878£¬-3.3888702,39
1.0,138.30814£¬342.23798,-127.5£¬220.82999999999998,-27.347229£¬8.602234,39
1.0,140.2564£¬575.9914,-2.0£¬-19.052,-45.544403£¬-41.24164,39
-1.0,-126.69647£¬127.31072,2.5£¬0.866,-72.45784£¬-83.08662,39
-1.0,43.868736£¬219.81012,11.5£¬-4.33,-49.906105£¬6.499588,39
-1.0,636.7762£¬104.598274,67.0£¬-24.248,-43.26532£¬-8.675781,39
-1.0,1157.7498£¬463.08524,-24.5£¬23.382,13.601074£¬-124.8132,39
1.0,950.683£¬377.64053,94.5£¬-2.598,12.333252£¬-1.464325,39
-1.0,904.9662£¬473.56427,42.5£¬2.598,-22.66626£¬-17.27127,39
1.0,918.0683£¬294.694,20.0£¬15.588,11.196289£¬23.654694,39
1.0,73.28917£¬592.5921,16.0£¬-64.084,4.3379517£¬-21.05542,39
-1.0,127.90149£¬495.7124,22.5£¬-52.826,1.9617233£¬31.767548,39
-1.0,546.0954£¬215.9412,24.0£¬13.856,-6.8027344£¬-0.18370056,39
-1.0,1013.44714£¬15.257921,10.5£¬16.454,2.7617798£¬-22.107054,39
1.0,978.99304£¬-1.0194626,-12.0£¬1.732000000000001,-40.165894£¬-24.834063,39
-1.0,544.0607£¬215.45135,-127.5£¬220.82999999999998,1.975769£¬-2.2862244,39
-1.0,1011.6555£¬611.1673,2.5£¬-0.866,-23.69336£¬28.368164,39
-1.0,994.0323£¬589.4612,12.0£¬0.0,-41.21039£¬-7.263672,39
-1.0,-73.259125£¬78.53221,7.0£¬-3.464,-94.86168£¬11.718887,39
-1.0,1144.4363£¬714.6033,21.0£¬-62.352000000000004,-9.137451£¬27.509155,39
1.0,1161.46£¬608.3809,2.0£¬107.384,-7.2407227£¬50.290405,39
-1.0,547.4087£¬223.14194,4.0£¬38.104,13.903992£¬-18.69423,39
1.0,1134.1788£¬732.22736,-54.0£¬13.856000000000002,-2.2714844£¬3.0596313,39
-1.0,565.82043£¬196.77867,21.5£¬16.454,-7.59021£¬-11.715286,39
1.0,1200.4625£¬503.5381,65.5£¬40.702,48.156616£¬20.829132,39
1.0,74.33915£¬528.65247,29.5£¬-6.062,17.388714£¬-6.8792725,39
-1.0,977.37274£¬10.652992,33.0£¬-5.196,-37.68799£¬-20.873081,39
1.0,990.00934£¬632.45215,47.0£¬22.516000000000002,100.46521£¬58.84503,40
-1.0,1044.9747£¬145.82388,-7.5£¬2.598,12.936401£¬2.4938965,40
-1.0,527.3331£¬405.4437,-7.0£¬22.516,7.4414062£¬-6.983734,40
1.0,858.9056£¬46.95082,-12.0£¬27.712,3.501709£¬48.861435,40
-1.0,967.89136£¬440.60126,32.5£¬-35.506,-3.9650269£¬93.46918,40
-1.0,968.12585£¬778.0846,-5.0£¬-6.928,4.3987427£¬51.679077,40
-1.0,394.06503£¬397.3981,57.0£¬39.836,-46.53653£¬-60.17386,40
1.0,513.01117£¬-76.678925,-48.5£¬18.186,-2.850769£¬1.5247498,40
1.0,298.17902£¬-72.41359,-35.0£¬-6.928000000000001,-36.005005£¬-36.387856,40
-1.0,423.57446£¬388.6205,31.5£¬52.826,-37.166077£¬-28.43283,40
1.0,1099.9677£¬403.23938,11.5£¬2.598,31.970825£¬-2.0699158,40
1.0,1063.915£¬376.60477,3.5£¬-6.062,26.935059£¬-67.19266,40
-1.0,420.91144£¬385.7767,33.5£¬61.486000000000004,-38.12393£¬-28.979034,40
-1.0,939.9812£¬411.4223,52.0£¬-8.66,-51.689087£¬-8.978485,40
1.0,812.60956£¬184.77612,12.0£¬10.392,32.596497£¬19.401123,40
1.0,796.93463£¬439.26868,2.5£¬-0.866,4.8569946£¬1.0088196,40
1.0,-37.44451£¬107.892944,-2.0£¬0.0,-83.02387£¬28.072426,40
1.0,1210.3252£¬546.4358,68.5£¬14.722,80.649536£¬69.58072,40
1.0,768.9825£¬209.99466,25.5£¬26.846,39.707153£¬59.593674,40
-1.0,954.52905£¬437.66702,59.5£¬-40.702,-24.86261£¬1.6344604,40
-1.0,688.41£¬527.2361,66.5£¬0.866,-50.78943£¬7.754883,40
-1.0,-213.66495£¬21.579666,6.5£¬-4.33,-68.67828£¬4.2193604,40
-1.0,-95.9895£¬-176.42935,58.0£¬46.764,-135.71257£¬-9.44165,40
-1.0,1169.0913£¬590.1111,24.5£¬40.702,-7.8302£¬-42.306885,40
-1.0,962.67163£¬435.72055,18.0£¬-32.908,5.506775£¬91.9939,40
-1.0,922.56213£¬395.407,30.0£¬39.836,-50.180298£¬-14.144318,40
1.0,726.7541£¬111.17209,46.5£¬28.578,5.8605347£¬0.7379761,40
1.0,579.1442£¬360.6121,-5.0£¬50.228,4.1433716£¬31.100891,40
-1.0,926.98505£¬56.249393,-55.5£¬12.990000000000002,12.679993£¬-2.8031578,40
-1.0,240.55672£¬147.51093,19.0£¬-20.784,-5.2516174£¬0.9078369,40
-1.0,-97.788055£¬-178.7154,74.5£¬37.238,-107.71149£¬-27.056793,40
1.0,239.97163£¬250.60066,-27.0£¬19.052,-16.620895£¬45.561905,40
-1.0,1096.4009£¬602.82623,81.5£¬19.918,-47.058838£¬11.2127075,40
1.0,127.789024£¬316.40836,-16.0£¬-15.587999999999997,-34.17312£¬-26.8096,40
1.0,1241.7902£¬584.6788,67.0£¬20.784,34.946533£¬7.8237305,40
-1.0,1226.2651£¬491.93292,36.5£¬2.598,-51.271973£¬26.058838,40
-1.0,296.83908£¬466.80048,5.0£¬41.568,-52.858673£¬-72.855286,40
1.0,847.89136£¬378.94003,39.0£¬-20.784,22.13916£¬-23.731018,40
-1.0,73.506065£¬621.1027,-25.0£¬31.176,3.7047958£¬-21.77716,40
-1.0,-61.557785£¬57.6477,1.5£¬-0.8659999999999999,-114.216354£¬8.04311,40
-1.0,-125.66016£¬129.82712,1.5£¬-0.866,-49.855133£¬-4.437378,40
1.0,135.58403£¬577.89954,-5.5£¬-32.042,-32.97£¬-52.649963,40
1.0,914.16064£¬257.81964,18.5£¬-6.062,16.857422£¬-24.348999,40
-1.0,725.24084£¬138.2669,34.5£¬25.114,-31.405823£¬-19.623825,40
-1.0,38.094223£¬568.45746,11.0£¬3.464,-36.092484£¬-26.31903,40
-1.0,1193.126£¬682.7615,-34.5£¬56.29,23.391113£¬-17.252747,40
1.0,911.6305£¬24.660149,-3.5£¬4.33,-54.660156£¬44.6399,40
-1.0,1181.8665£¬690.79193,-28.0£¬46.764,13.956299£¬-11.005249,40
-1.0,1124.0752£¬520.6681,28.5£¬49.362,-23.180664£¬-57.957825,40
-1.0,1005.92175£¬583.012,36.5£¬11.258,-28.96997£¬-21.156311,40
1.0,1114.1777£¬620.8346,28.0£¬-1.732,82.52783£¬20.453796,40
1.0,1014.536£¬5.6080923,76.5£¬-6.062,24.125671£¬-10.200978,40
1.0,1116.9695£¬701.312,-62.0£¬-3.4639999999999986,-29.277222£¬-20.707153,40
1.0,1006.6384£¬-3.858429,30.0£¬-62.352000000000004,28.443604£¬-18.61269,40
1.0,1151.6113£¬584.3213,28.0£¬129.89999999999998,25.498535£¬29.706482,40
-1.0,899.80115£¬308.895,58.5£¬-0.8659999999999999,-43.83203£¬6.660614,40
-1.0,1155.3527£¬712.34326,7.5£¬38.97,10.120239£¬-21.228455,40
1.0,547.4459£¬223.29483,-32.5£¬-6.062000000000001,-13.330811£¬9.286575,40
1.0,1219.7704£¬564.1272,108.5£¬-0.866,68.78125£¬62.327606,40
-1.0,233.7395£¬410.5792,11.0£¬0.0,-29.44696£¬-24.323364,41
-1.0,1104.6344£¬569.30774,89.0£¬-8.66,-77.15735£¬-6.3016357,41
1.0,1029.3689£¬156.59778,-11.5£¬-0.8659999999999997,-24.516602£¬8.443939,41
1.0,500.1945£¬452.24698,-16.0£¬25.98,-21.019135£¬44.42975,41
1.0,855.89655£¬51.54046,-1.5£¬16.454,-8.609741£¬48.512264,41
1.0,920.519£¬427.31277,58.0£¬1.7319999999999998,5.3582764£¬-2.7517395,41
1.0,995.4602£¬597.6724,21.5£¬33.774,13.645203£¬86.61838,41
-1.0,414.23743£¬401.63297,-5.5£¬9.526,-5.230957£¬-37.9722,41
1.0,297.47937£¬-81.55092,-36.5£¬-2.5980000000000025,-17.453522£¬-6.488907,41
-1.0,430.37064£¬385.504,-5.5£¬35.506,6.939789£¬-22.58606,41
-1.0,428.00842£¬382.03864,-9.5£¬47.63,5.941223£¬-23.469574,41
-1.0,934.247£¬411.32303,55.5£¬0.866,-38.413696£¬-30.824951,41
-1.0,884.9234£¬446.58078,51.0£¬0.0,-21.72528£¬12.82254,41
-1.0,277.06857£¬453.2102,18.0£¬12.124,-14.481659£¬-50.085327,41
1.0,755.64264£¬157.45532,23.0£¬-1.732,42.22119£¬-49.91147,41
1.0,984.2295£¬397.8733,46.0£¬-24.248,35.63806£¬-42.452454,41
1.0,1147.3274£¬582.64233,12.0£¬34.64,4.809326£¬41.663452,41
-1.0,866.529£¬216.56532,-1.0£¬5.196,-4.03125£¬-35.983276,41
1.0,1215.2994£¬543.3913,44.0£¬34.64,57.411255£¬60.39035,41
1.0,774.3841£¬240.10518,3.5£¬32.042,74.24304£¬67.75461,41
-1.0,1020.6761£¬383.06808,55.5£¬-0.866,-29.026672£¬-23.624481,41
1.0,706.0512£¬529.9505,59.0£¬0.0,16.840454£¬4.121155,41
1.0,-234.20761£¬35.439117,-3.5£¬2.598,-25.32727£¬10.905411,41
-1.0,-115.459656£¬-175.46176,39.5£¬23.382,-25.927551£¬0.32244873,41
-1.0,1139.929£¬584.4009,22.5£¬51.094,-33.229492£¬-28.35614,41
1.0,724.04224£¬116.63029,7.0£¬43.3,-4.3429565£¬6.0593033,41
-1.0,931.85565£¬58.434742,-17.5£¬4.33,19.631897£¬1.1441536,41
-1.0,1102.1512£¬566.4991,83.5£¬-7.7940000000000005,-80.2041£¬-11.369202,41
1.0,228.866£¬126.39418,12.5£¬-14.722,8.248474£¬-9.225113,41
-1.0,223.01501£¬-145.75327,12.0£¬-10.392,-19.289215£¬3.4698792,41
-1.0,-116.476105£¬-178.43512,50.5£¬21.65,-25.823242£¬-0.26834106,41
1.0,28.910717£¬282.5596,-5.5£¬-0.8659999999999997,-4.9862785£¬2.0995178,41
1.0,223.77971£¬249.26155,-16.5£¬-4.33,-59.760605£¬-9.756546,41
-1.0,912.48456£¬669.14124,37.5£¬58.022,-17.63446£¬-23.568848,41
-1.0,1078.3881£¬608.7516,81.5£¬-77.074,-48.02356£¬8.37146,41
-1.0,1049.2943£¬612.03064,68.0£¬-17.32,-17.014893£¬22.839844,41
1.0,900.40424£¬446.38138,49.0£¬-27.712,15.261719£¬0.27664185,41
-1.0,292.78366£¬456.95004,19.5£¬28.578,-23.823547£¬-47.405212,41
-1.0,282.3777£¬455.6317,22.5£¬30.31,-28.425598£¬-38.83432,41
-1.0,197.88269£¬243.24559,2.5£¬2.598,-23.90947£¬-18.537064,41
-1.0,-219.83752£¬102.57443,6.0£¬0.0,-54.660217£¬-21.26567,41
1.0,863.366£¬377.41467,11.5£¬-38.97,27.904175£¬-32.237366,41
-1.0,1007.8732£¬568.1783,26.5£¬-16.454,-5.7942505£¬24.168945,41
-1.0,-80.585815£¬52.02478,1.0£¬0.0,-36.20117£¬-14.851295,41
-1.0,1128.3043£¬624.88904,62.5£¬42.434,-46.177124£¬-53.074585,41
-1.0,-175.48294£¬107.957886,2.5£¬0.866,-48.78647£¬-19.352837,41
1.0,910.21356£¬284.32996,-3.0£¬-27.712,-7.8547363£¬-10.364044,41
-1.0,736.90796£¬124.77551,13.0£¬36.372,-15.851013£¬-52.327774,41
-1.0,112.65028£¬515.1579,20.0£¬-24.248,-15.251205£¬19.445496,41
1.0,591.66876£¬236.32942,25.0£¬-8.66,45.573364£¬20.38823,41
-1.0,994.8902£¬-20.346096,16.5£¬35.506,-18.556946£¬-35.60402,41
-1.0,1260.8992£¬678.8523,-22.5£¬12.99,100.55737£¬-11.577209,41
-1.0,991.9684£¬-19.971558,24.5£¬28.578,-27.290283£¬-35.540226,41
1.0,889.7144£¬111.39762,-3.5£¬7.794,-89.278625£¬112.41708,41
1.0,581.7104£¬237.64182,40.0£¬-3.464,37.64966£¬22.19046,41
-1.0,1320.04£¬594.47516,59.5£¬71.878,-11.479614£¬-25.285034,41
1.0,1101.7334£¬624.19415,21.5£¬6.061999999999999,107.70111£¬34.73297,41
-1.0,996.36096£¬-17.826286,23.5£¬33.774,-21.777954£¬-37.057842,41
-1.0,1138.7711£¬689.4618,-1.5£¬56.29,-5.665161£¬-25.14148,41
-1.0,1117.101£¬576.0559,65.0£¬50.228,-44.35901£¬-32.325012,41
-1.0,561.34906£¬204.24043,-2.0£¬3.464,13.940369£¬-18.901505,41
1.0,912.13245£¬315.50156,15.5£¬14.722,2.206543£¬-0.015197754,41
-1.0,1178.9248£¬709.14655,-12.0£¬5.196000000000001,44.74597£¬-23.08081,41
1.0,1223.309£¬563.7779,44.5£¬52.826,22.846436£¬60.239807,41
-1.0,932.1842£¬-23.303223,25.0£¬41.568,-45.188538£¬-33.956215,41
1.0,1275.1919£¬568.036,15.5£¬12.99,2.1918945£¬6.0360107,41
1.0,334.01892£¬365.99783,13.0£¬58.888000000000005,1.0189209£¬7.9978333,41
1.0,544.5563£¬363.82095,-6.5£¬12.99,-18.443726£¬12.820953,41
1.0,672.3448£¬262.71924,107.5£¬-6.062,13.344788£¬0.7192383,41
1.0,851.36804£¬713.87415,-108.5£¬-9.52600000000001,-48.631958£¬-0.12585449,41
1.0,1103.4442£¬451.2833,88.0£¬55.424,6.444214£¬2.2832947,41
1.0,946.01074£¬649.0011,42.5£¬37.238,3.0107422£¬4.0010986,41
-1.0,922.5517£¬692.5295,89.5£¬14.722,-14.448303£¬8.52948,41
1.0,549.3219£¬604.79755,37.5£¬26.846,3.3218994£¬-0.20245361,41
1.0,681.269£¬400.8266,27.5£¬64.95,-0.73101807£¬3.8265991,41
-1.0,740.988£¬359.59076,23.0£¬-25.98,-1.0120239£¬0.5907593,41
1.0,489.4791£¬516.1501,21.0£¬64.084,-0.52090454£¬27.150085,41
1.0,474.26007£¬486.7023,10.5£¬-0.8660000000000001,28.26007£¬5.702301,41
1.0,944.7876£¬641.99365,38.5£¬30.310000000000002,2.7875977£¬3.9936523,41
-1.0,1350.2394£¬417.09958,8.0£¬25.98,-6.76062£¬-6.900421,41
1.0,254.93422£¬395.39627,6.0£¬-1.732,14.185257£¬-8.250427,42
1.0,892.21484£¬237.16359,28.0£¬-8.66,14.970093£¬-11.582947,42
-1.0,1079.6777£¬562.5456,28.5£¬-16.454,-75.976685£¬43.401672,42
1.0,1028.4917£¬126.206665,0.0£¬-3.464,-16.483032£¬-19.617218,42
-1.0,502.77948£¬392.89838,11.5£¬30.31,-24.55365£¬-12.545319,42
-1.0,930.86414£¬420.40094,66.5£¬-4.33,-37.02722£¬-20.200317,42
1.0,1.7947235£¬328.70337,51.5£¬14.722000000000001,21.233906£¬-11.000397,42
-1.0,972.11945£¬596.6936,96.5£¬12.99,-28.341858£¬-24.455017,42
-1.0,444.43848£¬360.26025,-11.5£¬18.186,50.373444£¬-37.137848,42
-1.0,511.34604£¬-85.3573,31.5£¬33.774,-1.6651306£¬-8.678375,42
-1.0,1041.7671£¬248.49277,0.0£¬5.196,6.418579£¬-18.765594,42
-1.0,304.2093£¬-92.770935,-3.5£¬12.99,6.0302734£¬-20.357346,42
1.0,416.17657£¬414.3886,6.5£¬37.238,-7.397888£¬25.768097,42
-1.0,1073.9801£¬430.78604,13.5£¬-30.31,10.065063£¬54.181274,42
-1.0,931.5476£¬-188.2821,59.5£¬6.062,-5.7265625£¬3.8402405,42
1.0,410.1511£¬414.70346,7.5£¬51.094,-10.760345£¬28.926758,42
-1.0,776.6572£¬429.89322,43.5£¬-9.526,-20.277405£¬-9.375458,42
-1.0,-80.7999£¬83.45913,15.5£¬19.918,-43.355385£¬-24.433815,42
-1.0,275.5325£¬443.10037,13.5£¬2.598,-11.844208£¬-15.990234,42
-1.0,1201.3243£¬520.0586,64.0£¬50.228,-9.0008545£¬-26.377197,42
-1.0,-154.29529£¬-233.59677,73.0£¬79.672,-58.305786£¬-57.16742,42
-1.0,921.9439£¬416.99536,53.0£¬-10.392,-5.788513£¬-3.6020813,42
-1.0,200.19997£¬-170.51825,47.0£¬-15.588,-26.649582£¬-7.586151,42
1.0,577.26984£¬299.55072,18.0£¬-20.784,-1.8743896£¬-61.06137,42
-1.0,967.1924£¬41.138687,-11.0£¬1.7319999999999993,40.207336£¬-15.110706,42
-1.0,1077.0891£¬559.13824,28.0£¬-8.66,-81.26428£¬38.17688,42
1.0,222.98892£¬-155.25018,-27.0£¬-6.928000000000001,-15.130676£¬-4.013916,42
-1.0,-157.72403£¬-258.7516,17.5£¬71.878,-59.935974£¬-80.036194,42
-1.0,538.91595£¬185.35901,45.0£¬0.0,-21.628418£¬9.579758,42
-1.0,213.82816£¬287.26254,-17.0£¬12.123999999999999,27.229843£¬-29.99002,42
-1.0,233.65149£¬223.70866,-6.5£¬12.99,-6.3201447£¬-26.891998,42
-1.0,1075.1625£¬628.8675,145.0£¬-29.444,-21.238403£¬26.04126,42
1.0,177.41557£¬286.81757,6.5£¬0.866,24.252884£¬-16.319977,42
1.0,163.26324£¬302.23935,5.0£¬-1.732,35.47422£¬-14.169006,42
-1.0,285.08023£¬442.51312,9.0£¬34.64,-11.75885£¬-24.287354,42
-1.0,279.70428£¬443.9721,13.0£¬15.588000000000001,-10.263062£¬-19.858948,42
-1.0,-236.90201£¬100.768845,6.5£¬-2.598,-65.69766£¬11.237778,42
-1.0,83.13353£¬245.60245,-16.5£¬-2.597999999999999,24.193722£¬11.285049,42
-1.0,1270.8115£¬686.9574,-24.0£¬-20.784,36.30786£¬48.618164,42
1.0,870.48914£¬344.91452,17.5£¬-32.042,22.597778£¬-34.025513,42
-1.0,1035.312£¬559.33167,110.0£¬-10.392,-23.077637£¬-2.4824219,42
-1.0,956.93365£¬547.7318,67.0£¬10.392,-55.28827£¬-21.034058,42
1.0,84.52433£¬589.3508,8.5£¬-18.186,11.018265£¬-31.751892,42
-1.0,1013.92584£¬443.95197,21.5£¬0.866,-128.86603£¬-11.918518,42
1.0,162.16824£¬298.31512,4.0£¬0.0,35.968666£¬-17.969757,42
